proto,state,recv_q,send_q,local_addr,local_port,peer_addr,peer_port,pid,process,exe,user,container,source
p_raw,UNCONN,0,0,LLDP:eth0,,*,,859,systemd-network,/lib/systemd/systemd-networkd,systemd+,,ss_-ap.txt
u_dgr,UNCONN,0,0,/run/user/1000/systemd/notify,733323,*,0,602,systemd,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_seq,LISTEN,0,128,/run/udev/control,14056,*,0,"1,457",systemd-udevd,"/lib/systemd/systemd,/lib/systemd/systemd-udevd",root,,ss_-ap.txt
u_str,LISTEN,0,128,/run/user/1000/systemd/private,733326,*,0,602,systemd,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_str,LISTEN,0,128,/run/user/1000/gnupg/S.gpg-agent.browser,733330,*,0,602,systemd,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_str,LISTEN,0,128,/run/user/1000/snapd-session-agent.socket,733331,*,0,602,systemd,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_str,LISTEN,0,128,/run/user/1000/gnupg/S.gpg-agent.ssh,733332,*,0,602,systemd,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_str,LISTEN,0,128,/run/user/1000/gnupg/S.gpg-agent.extra,733333,*,0,602,systemd,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_str,LISTEN,0,128,/run/user/1000/gnupg/S.gpg-agent,733334,*,0,602,systemd,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_str,LISTEN,0,128,/run/user/1000/gnupg/S.dirmngr,733335,*,0,602,systemd,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_str,LISTEN,0,128,/var/run/dbus/system_bus_socket,18667,*,0,"1,1014",dbus-daemon,"/lib/systemd/systemd,/usr/bin/dbus-daemon","message+,root",,ss_-ap.txt
u_str,LISTEN,0,128,/run/snapd.socket,18715,*,0,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_dgr,UNCONN,0,0,/run/systemd/notify,13486,*,0,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_str,LISTEN,0,128,/run/acpid.socket,18693,*,0,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_str,LISTEN,0,128,/run/systemd/private,13489,*,0,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_str,LISTEN,0,128,/run/uuidd/request,18707,*,0,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_str,LISTEN,0,15,/etc/opt/omi/conf/sockets/omi_JozaRvZDS,102128867,*,0,22096,omiserver,/opt/omi/bin/omiserver,root,,ss_-ap.txt
u_str,LISTEN,0,128,/run/snapd-snap.socket,18717,*,0,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_dgr,UNCONN,0,0,/run/systemd/journal/dev-log,13494,*,0,"1,27623",systemd-journal,"/lib/systemd/systemd,/lib/systemd/systemd-journald",root,,ss_-ap.txt
u_str,LISTEN,0,5,/var/run/auoms/input.socket,102991309,*,0,4148,auoms,/opt/microsoft/auoms/bin/auoms,root,,ss_-ap.txt
u_str,LISTEN,0,128,/run/lvm/lvmpolld.socket,13496,*,0,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_str,LISTEN,0,128,/run/systemd/fsck.progress,13500,*,0,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_str,LISTEN,0,128,/run/systemd/journal/stdout,13508,*,0,"1,27623",systemd-journal,"/lib/systemd/systemd,/lib/systemd/systemd-journald",root,,ss_-ap.txt
u_dgr,UNCONN,0,0,/run/systemd/journal/socket,13510,*,0,"1,27623",systemd-journal,"/lib/systemd/systemd,/lib/systemd/systemd-journald",root,,ss_-ap.txt
u_str,LISTEN,0,128,/run/lvm/lvmetad.socket,13852,*,0,"1,447",lvmetad,"/lib/systemd/systemd,/sbin/lvmetad",root,,ss_-ap.txt
u_str,LISTEN,0,5,/var/run/auoms/status.socket,102991292,*,0,4148,auoms,/opt/microsoft/auoms/bin/auoms,root,,ss_-ap.txt
u_dgr,UNCONN,0,0,/run/systemd/journal/syslog,14006,*,0,"1,31957",rsyslogd,"/lib/systemd/systemd,/usr/sbin/rsyslogd","root,syslog",,ss_-ap.txt
u_str,LISTEN,0,128,/var/lib/lxd/unix.socket,18679,*,0,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_str,LISTEN,0,128,@ISCSIADM_ABSTRACT_NAMESPACE,18666,*,0,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_str,LISTEN,0,1024,/var/opt/microsoft/omsagent/00000000-0000-4000-8000-000000000001/run/auoms.socket,49309690,*,0,828,omsagent,/opt/microsoft/omsagent/ruby/bin/ruby,omsagent,,ss_-ap.txt
u_str,LISTEN,0,15,/var/opt/omi/run/omiserver.sock,102128877,*,0,22101,omiengine,/opt/omi/bin/omiengine,omi,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,733286,*,13494,603,(sd-pam,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,102991278,*,13494,4148,auoms,/opt/microsoft/auoms/bin/auoms,root,,ss_-ap.txt
u_str,ESTAB,0,0,*,102991615,*,102991616,4148,auoms,/opt/microsoft/auoms/bin/auoms,root,,ss_-ap.txt
u_str,ESTAB,0,0,/var/run/dbus/system_bus_socket,21421,*,21420,1014,dbus-daemon,/usr/bin/dbus-daemon,message+,,ss_-ap.txt
u_str,ESTAB,0,0,/var/opt/microsoft/omsagent/00000000-0000-4000-8000-000000000001/run/auoms.socket,102991616,*,102991615,828,omsagent,/opt/microsoft/omsagent/ruby/bin/ruby,omsagent,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,733324,*,733325,602,systemd,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,733325,*,733324,602,systemd,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,733299,*,13510,602,systemd,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_str,ESTAB,0,0,*,19344,*,19343,1014,dbus-daemon,/usr/bin/dbus-daemon,message+,,ss_-ap.txt
u_str,ESTAB,0,0,*,21820,*,21821,1124,polkitd,/usr/lib/policykit-1/polkitd,root,,ss_-ap.txt
u_dgr,UNCONN,4,0,*,16091,*,16092,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_dgr,UNCONN,0,768,*,16092,*,16091,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,84559955,*,13494,7777,hv_kvp_daemon,/usr/lib/linux-azure-5.4-tools-5.4.0-1059/hv_kvp_daemon,root,,ss_-ap.txt
u_str,ESTAB,0,0,*,19940,*,19941,1046,lxcfs,/usr/bin/lxcfs,root,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,19336,*,13494,1014,dbus-daemon,/usr/bin/dbus-daemon,message+,,ss_-ap.txt
u_str,ESTAB,0,0,*,19343,*,19344,1014,dbus-daemon,/usr/bin/dbus-daemon,message+,,ss_-ap.txt
u_str,ESTAB,0,0,*,49259176,*,49272834,"27371,27968",python3,/usr/bin/python3.6,root,,ss_-ap.txt
u_str,ESTAB,0,0,/run/systemd/journal/stdout,19512,*,19511,"1,27623",systemd-journal,"/lib/systemd/systemd,/lib/systemd/systemd-journald",root,,ss_-ap.txt
u_str,ESTAB,0,0,/run/systemd/journal/stdout,49272834,*,49259176,"1,27623",systemd-journal,"/lib/systemd/systemd,/lib/systemd/systemd-journald",root,,ss_-ap.txt
u_str,ESTAB,0,0,/run/systemd/journal/stdout,49272833,*,49258742,"1,27623",systemd-journal,"/lib/systemd/systemd,/lib/systemd/systemd-journald",root,,ss_-ap.txt
u_str,ESTAB,0,0,*,19511,*,19512,1029,cron,/usr/sbin/cron,root,,ss_-ap.txt
u_str,ESTAB,0,0,*,49258742,*,49272833,27359,filebeat,/usr/share/filebeat/bin/filebeat,root,,ss_-ap.txt
u_str,ESTAB,0,0,*,19290,*,19291,1014,dbus-daemon,/usr/bin/dbus-daemon,message+,,ss_-ap.txt
u_str,ESTAB,0,0,/var/run/dbus/system_bus_socket,19347,*,19295,1014,dbus-daemon,/usr/bin/dbus-daemon,message+,,ss_-ap.txt
u_str,ESTAB,0,0,/run/systemd/journal/stdout,733290,*,733279,"1,27623",systemd-journal,"/lib/systemd/systemd,/lib/systemd/systemd-journald",root,,ss_-ap.txt
u_str,ESTAB,0,0,/run/systemd/journal/stdout,21550,*,21547,"1,27623",systemd-journal,"/lib/systemd/systemd,/lib/systemd/systemd-journald",root,,ss_-ap.txt
u_str,ESTAB,0,0,*,733279,*,733290,"602,603",(sd-pam,/lib/systemd/systemd,azureus+,,ss_-ap.txt
u_str,ESTAB,0,0,*,21547,*,21550,1106,sshd,/usr/sbin/sshd,root,,ss_-ap.txt
u_str,ESTAB,0,0,/var/run/dbus/system_bus_socket,19345,*,18677,1014,dbus-daemon,/usr/bin/dbus-daemon,message+,,ss_-ap.txt
u_str,ESTAB,0,0,/run/systemd/journal/stdout,14763,*,14513,"1,27623",systemd-journal,"/lib/systemd/systemd,/lib/systemd/systemd-journald",root,,ss_-ap.txt
u_str,ESTAB,0,0,/run/systemd/journal/stdout,20603,*,20601,"1,27623",systemd-journal,"/lib/systemd/systemd,/lib/systemd/systemd-journald",root,,ss_-ap.txt
u_str,ESTAB,0,0,*,18677,*,19345,870,systemd-resolve,/lib/systemd/systemd-resolved,systemd+,,ss_-ap.txt
u_str,ESTAB,0,0,*,14513,*,14763,457,systemd-udevd,/lib/systemd/systemd-udevd,root,,ss_-ap.txt
u_str,ESTAB,0,0,*,21420,*,21421,1065,accounts-daemon,/usr/lib/accountsservice/accounts-daemon,root,,ss_-ap.txt
u_str,ESTAB,0,0,*,19295,*,19347,1,systemd,/lib/systemd/systemd,root,,ss_-ap.txt
u_str,ESTAB,0,0,/var/run/dbus/system_bus_socket,21821,*,21820,1014,dbus-daemon,/usr/bin/dbus-daemon,message+,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,112600814,*,13494,17504,auomscollect,,,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,18002,*,13510,870,systemd-resolve,/lib/systemd/systemd-resolved,systemd+,,ss_-ap.txt
u_str,ESTAB,0,53248,*,112600927,*,112600928,17504,auomscollect,,,,ss_-ap.txt
u_str,ESTAB,0,0,*,18678,*,19346,859,systemd-network,/lib/systemd/systemd-networkd,systemd+,,ss_-ap.txt
u_str,ESTAB,0,0,/run/systemd/journal/stdout,19291,*,19290,"1,27623",systemd-journal,"/lib/systemd/systemd,/lib/systemd/systemd-journald",root,,ss_-ap.txt
u_str,ESTAB,0,0,/var/run/dbus/system_bus_socket,46448601,*,46448600,1014,dbus-daemon,/usr/bin/dbus-daemon,message+,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,17803,*,17804,859,systemd-network,/lib/systemd/systemd-networkd,systemd+,,ss_-ap.txt
u_str,ESTAB,0,0,/var/run/dbus/system_bus_socket,19346,*,18678,1014,dbus-daemon,/usr/bin/dbus-daemon,message+,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,17801,*,17802,859,systemd-network,/lib/systemd/systemd-networkd,systemd+,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,16286,*,13510,702,systemd-timesyn,/lib/systemd/systemd-timesyncd,systemd+,,ss_-ap.txt
u_str,ESTAB,29554,0,/var/run/auoms/input.socket,112600928,*,112600927,4148,auoms,/opt/microsoft/auoms/bin/auoms,root,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,17802,*,17801,859,systemd-network,/lib/systemd/systemd-networkd,systemd+,,ss_-ap.txt
u_str,ESTAB,0,0,*,46448600,*,46448601,7900,systemd-logind,/lib/systemd/systemd-logind,root,,ss_-ap.txt
u_str,ESTAB,0,0,*,17977,*,17991,870,systemd-resolve,/lib/systemd/systemd-resolved,systemd+,,ss_-ap.txt
u_dgr,UNCONN,0,0,*,17804,*,17803,859,systemd-network,/lib/systemd/systemd-networkd,systemd+,,ss_-ap.txt
