path,host_path,top_level,category,size_bytes,size_human,parsed_into
[root]/etc/apt/trusted.gpg.d/ubuntu-keyring-2012-cdimage.gpg,/etc/apt/trusted.gpg.d/ubuntu-keyring-2012-cdimage.gpg,[root],host filesystem copy,2794,2.7 KB,
[root]/etc/apt/trusted.gpg.d/ubuntu-keyring-2018-archive.gpg,/etc/apt/trusted.gpg.d/ubuntu-keyring-2018-archive.gpg,[root],host filesystem copy,1733,1.7 KB,
[root]/etc/at.deny,/etc/at.deny,[root],host filesystem copy,168,168 B,CRON; ETC_CONFIGS
[root]/etc/audisp/plugins.d/auoms.conf,/etc/audisp/plugins.d/auoms.conf,[root],host filesystem copy,160,160 B,ETC_CONFIGS
[root]/etc/audit/plugins.d/auoms.conf,/etc/audit/plugins.d/auoms.conf,[root],host filesystem copy,160,160 B,ETC_CONFIGS
[root]/etc/bash.bashrc,/etc/bash.bashrc,[root],host filesystem copy,2390,2.3 KB,INIT_AND_PROFILE
[root]/etc/bash_completion,/etc/bash_completion,[root],host filesystem copy,46,46 B,ETC_CONFIGS
[root]/etc/bash_completion.d/apport_completion,/etc/bash_completion.d/apport_completion,[root],host filesystem copy,6904,6.7 KB,ETC_CONFIGS
[root]/etc/bash_completion.d/git-prompt,/etc/bash_completion.d/git-prompt,[root],host filesystem copy,450,450 B,ETC_CONFIGS
[root]/etc/bash_completion.d/grub,/etc/bash_completion.d/grub,[root],host filesystem copy,11639,11.4 KB,ETC_CONFIGS
[root]/etc/bindresvport.blacklist,/etc/bindresvport.blacklist,[root],host filesystem copy,382,382 B,
[root]/etc/byobu/backend,/etc/byobu/backend,[root],host filesystem copy,228,228 B,
[root]/etc/byobu/socketdir,/etc/byobu/socketdir,[root],host filesystem copy,467,467 B,
[root]/etc/ca-certificates.conf,/etc/ca-certificates.conf,[root],host filesystem copy,7009,6.8 KB,
[root]/etc/ca-certificates.conf.dpkg-old,/etc/ca-certificates.conf.dpkg-old,[root],host filesystem copy,6042,5.9 KB,
[root]/etc/calendar/default,/etc/calendar/default,[root],host filesystem copy,627,627 B,
[root]/etc/cloud/build.info,/etc/cloud/build.info,[root],host filesystem copy,38,38 B,ETC_CONFIGS
[root]/etc/cloud/cloud.cfg,/etc/cloud/cloud.cfg,[root],host filesystem copy,3839,3.7 KB,ETC_CONFIGS
[root]/etc/cloud/cloud.cfg.d/05_logging.cfg,/etc/cloud/cloud.cfg.d/05_logging.cfg,[root],host filesystem copy,2141,2.1 KB,ETC_CONFIGS
[root]/etc/cloud/cloud.cfg.d/10-azure-kvp.cfg,/etc/cloud/cloud.cfg.d/10-azure-kvp.cfg,[root],host filesystem copy,149,149 B,ETC_CONFIGS
[root]/etc/cloud/cloud.cfg.d/90-azure.cfg,/etc/cloud/cloud.cfg.d/90-azure.cfg,[root],host filesystem copy,550,550 B,ETC_CONFIGS
[root]/etc/cloud/cloud.cfg.d/90_dpkg.cfg,/etc/cloud/cloud.cfg.d/90_dpkg.cfg,[root],host filesystem copy,84,84 B,ETC_CONFIGS
[root]/etc/cloud/cloud.cfg.d/README,/etc/cloud/cloud.cfg.d/README,[root],host filesystem copy,170,170 B,ETC_CONFIGS
[root]/etc/cloud/templates/chef_client.rb.tmpl,/etc/cloud/templates/chef_client.rb.tmpl,[root],host filesystem copy,1731,1.7 KB,
[root]/etc/cloud/templates/chrony.conf.alpine.tmpl,/etc/cloud/templates/chrony.conf.alpine.tmpl,[root],host filesystem copy,1151,1.1 KB,
[root]/etc/cloud/templates/chrony.conf.debian.tmpl,/etc/cloud/templates/chrony.conf.debian.tmpl,[root],host filesystem copy,1150,1.1 KB,
[root]/etc/cloud/templates/chrony.conf.fedora.tmpl,/etc/cloud/templates/chrony.conf.fedora.tmpl,[root],host filesystem copy,1317,1.3 KB,
[root]/etc/cloud/templates/chrony.conf.opensuse.tmpl,/etc/cloud/templates/chrony.conf.opensuse.tmpl,[root],host filesystem copy,1029,1.0 KB,
[root]/etc/cloud/templates/chrony.conf.photon.tmpl,/etc/cloud/templates/chrony.conf.photon.tmpl,[root],host filesystem copy,1317,1.3 KB,
[root]/etc/cloud/templates/chrony.conf.rhel.tmpl,/etc/cloud/templates/chrony.conf.rhel.tmpl,[root],host filesystem copy,1226,1.2 KB,
[root]/etc/cloud/templates/chrony.conf.sles.tmpl,/etc/cloud/templates/chrony.conf.sles.tmpl,[root],host filesystem copy,1029,1.0 KB,
[root]/etc/cloud/templates/chrony.conf.ubuntu.tmpl,/etc/cloud/templates/chrony.conf.ubuntu.tmpl,[root],host filesystem copy,1322,1.3 KB,
[root]/etc/cloud/templates/hosts.alpine.tmpl,/etc/cloud/templates/hosts.alpine.tmpl,[root],host filesystem copy,1013,1013 B,
[root]/etc/cloud/templates/hosts.debian.tmpl,/etc/cloud/templates/hosts.debian.tmpl,[root],host filesystem copy,927,927 B,
[root]/etc/cloud/templates/hosts.freebsd.tmpl,/etc/cloud/templates/hosts.freebsd.tmpl,[root],host filesystem copy,934,934 B,
[root]/etc/cloud/templates/hosts.photon.tmpl,/etc/cloud/templates/hosts.photon.tmpl,[root],host filesystem copy,896,896 B,
[root]/etc/cloud/templates/hosts.redhat.tmpl,/etc/cloud/templates/hosts.redhat.tmpl,[root],host filesystem copy,936,936 B,
[root]/etc/cloud/templates/hosts.suse.tmpl,/etc/cloud/templates/hosts.suse.tmpl,[root],host filesystem copy,1099,1.1 KB,
[root]/etc/cloud/templates/ntp.conf.alpine.tmpl,/etc/cloud/templates/ntp.conf.alpine.tmpl,[root],host filesystem copy,213,213 B,
[root]/etc/cloud/templates/ntp.conf.debian.tmpl,/etc/cloud/templates/ntp.conf.debian.tmpl,[root],host filesystem copy,2214,2.2 KB,
[root]/etc/cloud/templates/ntp.conf.fedora.tmpl,/etc/cloud/templates/ntp.conf.fedora.tmpl,[root],host filesystem copy,2140,2.1 KB,
[root]/etc/cloud/templates/ntp.conf.opensuse.tmpl,/etc/cloud/templates/ntp.conf.opensuse.tmpl,[root],host filesystem copy,2843,2.8 KB,
[root]/etc/cloud/templates/ntp.conf.photon.tmpl,/etc/cloud/templates/ntp.conf.photon.tmpl,[root],host filesystem copy,1911,1.9 KB,
[root]/etc/cloud/templates/ntp.conf.rhel.tmpl,/etc/cloud/templates/ntp.conf.rhel.tmpl,[root],host filesystem copy,1913,1.9 KB,
[root]/etc/cloud/templates/ntp.conf.sles.tmpl,/etc/cloud/templates/ntp.conf.sles.tmpl,[root],host filesystem copy,2843,2.8 KB,
[root]/etc/cloud/templates/ntp.conf.ubuntu.tmpl,/etc/cloud/templates/ntp.conf.ubuntu.tmpl,[root],host filesystem copy,2584,2.5 KB,
[root]/etc/cloud/templates/resolv.conf.tmpl,/etc/cloud/templates/resolv.conf.tmpl,[root],host filesystem copy,959,959 B,
[root]/etc/cloud/templates/sources.list.debian.tmpl,/etc/cloud/templates/sources.list.debian.tmpl,[root],host filesystem copy,1325,1.3 KB,
[root]/etc/cloud/templates/sources.list.ubuntu.tmpl,/etc/cloud/templates/sources.list.ubuntu.tmpl,[root],host filesystem copy,2916,2.8 KB,
[root]/etc/cloud/templates/systemd.resolved.conf.tmpl,/etc/cloud/templates/systemd.resolved.conf.tmpl,[root],host filesystem copy,519,519 B,
[root]/etc/cloud/templates/timesyncd.conf.tmpl,/etc/cloud/templates/timesyncd.conf.tmpl,[root],host filesystem copy,211,211 B,
[root]/etc/console-setup/ISO-8859-1.acm,/etc/console-setup/ISO-8859-1.acm,[root],host filesystem copy,1584,1.5 KB,
[root]/etc/console-setup/Uni2-Fixed16.psf.gz,/etc/console-setup/Uni2-Fixed16.psf.gz,[root],host filesystem copy,4147,4.0 KB,
[root]/etc/console-setup/cached_ISO-8859-1.acm.gz,/etc/console-setup/cached_ISO-8859-1.acm.gz,[root],host filesystem copy,658,658 B,
[root]/etc/console-setup/cached_ISO-8859-1_del.kmap.gz,/etc/console-setup/cached_ISO-8859-1_del.kmap.gz,[root],host filesystem copy,3402,3.3 KB,
[root]/etc/console-setup/cached_UTF-8_del.kmap.gz,/etc/console-setup/cached_UTF-8_del.kmap.gz,[root],host filesystem copy,4024,3.9 KB,
[root]/etc/console-setup/cached_Uni2-Fixed16.psf.gz,/etc/console-setup/cached_Uni2-Fixed16.psf.gz,[root],host filesystem copy,4147,4.0 KB,
[root]/etc/console-setup/cached_setup_font.sh,/etc/console-setup/cached_setup_font.sh,[root],host filesystem copy,476,476 B,
[root]/etc/console-setup/cached_setup_keyboard.sh,/etc/console-setup/cached_setup_keyboard.sh,[root],host filesystem copy,207,207 B,
[root]/etc/console-setup/cached_setup_terminal.sh,/etc/console-setup/cached_setup_terminal.sh,[root],host filesystem copy,78,78 B,
[root]/etc/console-setup/compose.ARMSCII-8.inc,/etc/console-setup/compose.ARMSCII-8.inc,[root],host filesystem copy,35,35 B,
[root]/etc/console-setup/compose.CP1251.inc,/etc/console-setup/compose.CP1251.inc,[root],host filesystem copy,32,32 B,
[root]/etc/console-setup/compose.CP1255.inc,/etc/console-setup/compose.CP1255.inc,[root],host filesystem copy,32,32 B,
[root]/etc/console-setup/compose.CP1256.inc,/etc/console-setup/compose.CP1256.inc,[root],host filesystem copy,32,32 B,
[root]/etc/console-setup/compose.GEORGIAN-ACADEMY.inc,/etc/console-setup/compose.GEORGIAN-ACADEMY.inc,[root],host filesystem copy,42,42 B,
[root]/etc/console-setup/compose.GEORGIAN-PS.inc,/etc/console-setup/compose.GEORGIAN-PS.inc,[root],host filesystem copy,37,37 B,
[root]/etc/console-setup/compose.IBM1133.inc,/etc/console-setup/compose.IBM1133.inc,[root],host filesystem copy,33,33 B,
[root]/etc/console-setup/compose.ISIRI-3342.inc,/etc/console-setup/compose.ISIRI-3342.inc,[root],host filesystem copy,36,36 B,
[root]/etc/console-setup/compose.ISO-8859-1.inc,/etc/console-setup/compose.ISO-8859-1.inc,[root],host filesystem copy,3596,3.5 KB,
[root]/etc/console-setup/compose.ISO-8859-10.inc,/etc/console-setup/compose.ISO-8859-10.inc,[root],host filesystem copy,37,37 B,
[root]/etc/console-setup/compose.ISO-8859-11.inc,/etc/console-setup/compose.ISO-8859-11.inc,[root],host filesystem copy,37,37 B,
[root]/etc/console-setup/compose.ISO-8859-13.inc,/etc/console-setup/compose.ISO-8859-13.inc,[root],host filesystem copy,3737,3.6 KB,
[root]/etc/console-setup/compose.ISO-8859-14.inc,/etc/console-setup/compose.ISO-8859-14.inc,[root],host filesystem copy,3020,2.9 KB,
[root]/etc/console-setup/compose.ISO-8859-15.inc,/etc/console-setup/compose.ISO-8859-15.inc,[root],host filesystem copy,3552,3.5 KB,
[root]/etc/console-setup/compose.ISO-8859-16.inc,/etc/console-setup/compose.ISO-8859-16.inc,[root],host filesystem copy,37,37 B,
[root]/etc/console-setup/compose.ISO-8859-2.inc,/etc/console-setup/compose.ISO-8859-2.inc,[root],host filesystem copy,2893,2.8 KB,
[root]/etc/console-setup/compose.ISO-8859-3.inc,/etc/console-setup/compose.ISO-8859-3.inc,[root],host filesystem copy,3387,3.3 KB,
[root]/etc/console-setup/compose.ISO-8859-4.inc,/etc/console-setup/compose.ISO-8859-4.inc,[root],host filesystem copy,2805,2.7 KB,
[root]/etc/console-setup/compose.ISO-8859-5.inc,/etc/console-setup/compose.ISO-8859-5.inc,[root],host filesystem copy,36,36 B,
[root]/etc/console-setup/compose.ISO-8859-6.inc,/etc/console-setup/compose.ISO-8859-6.inc,[root],host filesystem copy,36,36 B,
[root]/etc/console-setup/compose.ISO-8859-7.inc,/etc/console-setup/compose.ISO-8859-7.inc,[root],host filesystem copy,1217,1.2 KB,
[root]/etc/console-setup/compose.ISO-8859-8.inc,/etc/console-setup/compose.ISO-8859-8.inc,[root],host filesystem copy,36,36 B,
[root]/etc/console-setup/compose.ISO-8859-9.inc,/etc/console-setup/compose.ISO-8859-9.inc,[root],host filesystem copy,3617,3.5 KB,
[root]/etc/console-setup/compose.KOI8-R.inc,/etc/console-setup/compose.KOI8-R.inc,[root],host filesystem copy,32,32 B,
[root]/etc/console-setup/compose.KOI8-U.inc,/etc/console-setup/compose.KOI8-U.inc,[root],host filesystem copy,32,32 B,
[root]/etc/console-setup/compose.TIS-620.inc,/etc/console-setup/compose.TIS-620.inc,[root],host filesystem copy,33,33 B,
[root]/etc/console-setup/compose.VISCII.inc,/etc/console-setup/compose.VISCII.inc,[root],host filesystem copy,32,32 B,
[root]/etc/console-setup/remap.inc,/etc/console-setup/remap.inc,[root],host filesystem copy,1391,1.4 KB,
[root]/etc/console-setup/vtrgb,/etc/console-setup/vtrgb,[root],host filesystem copy,161,161 B,
[root]/etc/console-setup/vtrgb.vga,/etc/console-setup/vtrgb.vga,[root],host filesystem copy,158,158 B,
[root]/etc/cron.d/.placeholder,/etc/cron.d/.placeholder,[root],host filesystem copy,104,104 B,CRON
[root]/etc/cron.d/OMSConsistencyInvoker,/etc/cron.d/OMSConsistencyInvoker,[root],host filesystem copy,80,80 B,CRON
[root]/etc/cron.d/mdadm,/etc/cron.d/mdadm,[root],host filesystem copy,601,601 B,CRON
[root]/etc/cron.d/omilogrotate,/etc/cron.d/omilogrotate,[root],host filesystem copy,122,122 B,CRON
[root]/etc/cron.d/omsagent,/etc/cron.d/omsagent,[root],host filesystem copy,119,119 B,CRON
[root]/etc/cron.d/popularity-contest,/etc/cron.d/popularity-contest,[root],host filesystem copy,194,194 B,CRON
[root]/etc/cron.d/scxagent,/etc/cron.d/scxagent,[root],host filesystem copy,136,136 B,CRON
[root]/etc/cron.daily/.placeholder,/etc/cron.daily/.placeholder,[root],host filesystem copy,104,104 B,CRON
[root]/etc/cron.daily/apport,/etc/cron.daily/apport,[root],host filesystem copy,381,381 B,CRON
[root]/etc/cron.daily/apt-compat,/etc/cron.daily/apt-compat,[root],host filesystem copy,1533,1.5 KB,CRON
[root]/etc/cron.daily/aptitude,/etc/cron.daily/aptitude,[root],host filesystem copy,325,325 B,CRON
[root]/etc/cron.daily/bsdmainutils,/etc/cron.daily/bsdmainutils,[root],host filesystem copy,371,371 B,CRON
[root]/etc/cron.daily/dpkg,/etc/cron.daily/dpkg,[root],host filesystem copy,1212,1.2 KB,CRON
[root]/etc/cron.daily/logrotate,/etc/cron.daily/logrotate,[root],host filesystem copy,386,386 B,CRON
[root]/etc/cron.daily/man-db,/etc/cron.daily/man-db,[root],host filesystem copy,1103,1.1 KB,CRON
[root]/etc/cron.daily/mdadm,/etc/cron.daily/mdadm,[root],host filesystem copy,557,557 B,CRON
[root]/etc/cron.daily/mlocate,/etc/cron.daily/mlocate,[root],host filesystem copy,565,565 B,CRON
[root]/etc/cron.daily/passwd,/etc/cron.daily/passwd,[root],host filesystem copy,258,258 B,CRON
